lunyoro,english,domain,pos,letter
mbata,level ground at base of mountain,General,noun,M
mbaya,dry papyrus stalks,General,noun,M
mbaza,"speech, talking, pronunciation",General,noun,M
mbaziira,"sewing,method of sewing",General,noun,M
mbega,"spy,detective",General,noun,M
mbege,"half, piece",General,noun,M
mbegede,; fish with snout,Common Animals,noun,M
mbeho,"; cold, wind, draught, air",General,noun,M
mbere,where,General,noun,M
mberenge,dned head of maize,General,noun,M
mberya,tares,General,noun,M
mbibo,seeds for planting,General,noun,M
mbil,grave,General,noun,M
mbilbi,hidden anger,General,noun,M
mbilhyo,dirt in a milk-pot or chum,General,noun,M
mbilkire,chief of herd,General,noun,M
mbilra,bananas for making beer,General,noun,M
mbindo,large earthenware bottle for beer,General,noun,M
mbira,; circlet of beads or seeds worn round the waist,General,noun,M
mbiso,"pit for storing food,or where plantains are put to induce their ripenning",General,noun,M
mbobo,; tuft of cow's tail; fiywhisk,Common Animals,noun,M
mboga,herb like omubwiga; vegetables,General,noun,M
mbogo,buffalo,Common Animals,noun,M
mbobera,"small packet, (of salt)",General,noun,M
mboijana,"friendless, lonely person",General,noun,M
mboijo,take dispute to wife's father to settle,General,verb,M
mbomboza,"; lonely person, vagrant",General,noun,M
mbooabibi,"a great sufferer, one wbo has lost all relations",General,noun,M
mbooga,"a place that is an overflow form the parent, check booga",General,noun,M
mboneko,new moon,General,noun,M
mbonekyo,King's drinking cup and smoking pipe,Governance And Administration,noun,M
mbooi,pupil of the eye,Education And Learning,noun,M
mboota,; dust rubbish; =runyota,General,noun,M
mboro,penis,General,noun,M
mboyi,"; bully, tyrant",General,noun,M
mbuga,"salt lick, bot salt spring",General,noun,M
mbudeera,rotten stump of plantain tree,General,noun,M
mbumbaatizi,"; sitting hen, broody hen",Common Animals,noun,M
mbumbuli,"; shapeless, plump thing",General,noun,M
mbumbullke,; small plump cow or other animal,Common Animals,noun,M
mbunda,a dull day,General,noun,M
mbundira,"slow, inactive person",General,noun,M
mbundu,gun = emundu,General,noun,M
mbungibungi,"one who is always visiting, idler",General,noun,M
mbuojami,stay-at home,General,noun,M
mbungu,"small boring -beetle, = emung u",General,noun,M
mbuubi,dark-grey cow,Common Animals,noun,M
mburabugyo,"; poor, homeless person",General,noun,M
mburabule,; one who has lost all relations,General,noun,M
mburabura,see =mburabule,General,verb,M
mburabuzi,she goat =mbude,Common Animals,noun,M
mburara,long wavy grass with red flowers that grow on hills and in stoney ground (used for smoking milk vessels),General,noun,M
mbutama,small plant found among plantains the leaf of which is used for covering a cupping horn,General,noun,M
mbuuku,burnt out bonfire with some warmth left inside,General,noun,M
mbuura,"poor,solitary person; spy left to watch enemy's movements; beans, etc., left in the field after reaping",General,noun,M
mbuurru,very small variety of plantains,General,noun,M
mbuutabuuta,very old person ; stay-at-home,General,noun,M
mbuutu,small but long drum beaten with the hands (at feasts),General,noun,M
mbuzi,goat; very large edible mushroom,Common Animals,noun,M
mbwa,crooked stick used for collecting fLrewood etc; a small fly which bites severely,General,noun,M
mbwairuma,variety of plantain,General,noun,M
mbwakati,a bitch,General,noun,M
mbwera,cured skin worn round the shoulders; necklace of white beads; a thorny shrub,Nature & Environment,noun,M
mbyamwamu,reclining chair,General,noun,M
mbyara,mode of planting,General,noun,M
mbyarwa,"plant with edible fruits like peas, the stalks of which yield a thread used for sewing skins",General,noun,M
mbyo,newly dug grave,General,noun,M
meda,"to run, discharge (eyes)",General,verb,M
medikoro,government owned hospital ; see also irwarro,Health & Medicine,noun,M
meenya,"to pull up, uproot (grass, dry beans, or ground nuts)",General,verb,M
meeoyamu,"to puJl out, to pluck up (weeds)from crops or banana plantains",General,verb,M
meenyuka,to come out by oneself(e.g. hair),General,verb,M
meenyura,to pull up (e.g. weeds),General,verb,M
meera,"in mid Jake, deep water",General,adverb,M
meeri,steamer or ship,General,noun,M
meeya,mayor,Governance And Administration,noun,M
meeza,table,General,noun,M
megemege,"delicacy, treat one with kid gloves(carefully)",Common Animals,noun,M
mekuka,"to burn brightly, blaze",General,verb,M
mema,"to be encouraged, to be finn",General,verb,M
memba,member,General,noun,M
memememe,delicately =megemege,General,noun,M
memengwa,; to be about to cry,General,noun,M
meoge,blaze,General,noun,M
mera,"shape, appearance",General,noun,M
mera,; to grow up; to germinate (crop),General,noun,M
mercera,to live long,General,verb,M
mercerra,to sprout (e.g. stored millet),General,verb,M
meremeeta,"; to gleam, shine (polished wood, snake'sskin)",Common Animals,noun,M
meresera,"to be glossy, be lustrous, glitter, speak thickly",General,verb,M
mereza,; potatoes left in the ground,General,noun,M
mereza,"to cause to grow at, in or for",General,verb,M
mere,self-sown,General,noun,M
mhm,a nasal sound made with the mouth closed to denote indifference about what is happening,General,noun,M
mibohere,style of tying (esp. with rope),General,noun,M
mibwebwe,"half raw potatoes, etc",General,noun,M
micungiro,dirt in the nails,General,noun,M
micwere,judgements way of spitting,General,noun,M
miga,"to squeeze, crush, choke, press",General,verb,M
migatiga,lie down anywhere or anyhow,General,verb,M
migambire,"; way of speaking, pronunciation",General,noun,M
migaramo,"leisure, idleness",General,noun,M
migendere,style of walking,General,noun,M
migogo,"pairs; em. ebiri ey 'e11kaito, two pairs of shoes",General,noun,M
migongo,; iron sheet rib,General,noun,M
migongo,"adv., in a remote place, at far away end of country",Geography,adverb,M
mihini,hoe handles; protruding skin bones,General,noun,M
miika,to go out early to pasture before being milked(cows),General,verb,M
miikize,"breathing, respiration",General,noun,M
miikwamiikwa,to show signs of sobbing,General,verb,M
miima,to lift off the ground (in wrestling),General,verb,M
miimigiza,"try to escape notice, show indifference,withhold",General,noun,M
miimilna,to keep secret,General,verb,M
miirukire,way or mode of running,General,noun,M
miisa,"to sprinkle, flick, sow (oburo)",Common Animals,verb,M
miisani,mission,General,noun,M
mijaago,evil practice of a person transfonning into an animal such as a cat or a leopard appearing before a person be/she wants to bewitch,Common Animals,noun,M
minwa,"lips, unmashed cooked plantains",General,noun,M
minya,lizard,Common Animals,noun,M
minyago,"prey, plunder, booty",Biology,noun,M
minyeeto,puberty,General,noun,M
mira,"to swallow ; m.obunkuli or obungulya, bolt (food)",Common Animals,verb,M
miragara,first rain after dry season in January,Nature & Environment,noun,M
mirambi,; foot of bed,General,noun,M
mirambikirizo,foreg,General,noun,M
miranga,"marks of tears on the face; way of cry, stripes;lines branded on flanks of cows",General,noun,M
mireju,moustache;bleeding from the nose,General,noun,M
mirembe,"greeting, Is all well? Answer, Mirembe, yes, All is well",General,interjection,M
mirera,"cheer, applaud",General,noun,M
mirere,lips (used by peasants),General,noun,M
mirindi,trampling of many feet,General,noun,M
miringisa,"to bolt down, gulp",General,verb,M
mirubatire,"gait, pace; mode,style of walking",General,noun,M
misana,"int., good day! Good bye! (for a short time during the day)",General,interjection,M
mirundi,calf muscle,Common Animals,noun,M
misiri,Egypt,General,noun,M
mitaga,"annoying, inconveniencing over boring ways",General,noun,M
mitagotago,; inner side of thigh,General,noun,M
mitalibaioe,"business, worries",General,noun,M
mitalibano,see foreg,General,verb,M
mitarabanda,pair of woodell clogs,General,noun,M
miteeraoire,joining,General,noun,M
mitegano,businesses,General,noun,M
mitego,traps,General,noun,M
miteso,petting,General,noun,M
mitumaanyuma,between the shoulder-blades,General,noun,M
miturwa,"half cooked food (potatoes, bananas, etc.)",General,noun,M
miza,"to make to swallow, sink",Common Animals,verb,M
moga,to spin a top,General,verb,M
mogoka,to be chipped,General,verb,M
mogora,to chip,General,verb,M
moka,"; to bark,growl",General,noun,M
moma,"; to rust, be stained",General,noun,M
mondo,serval-cat,Common Animals,noun,M
monkora,to refuse deliberately to pay for something taken on credit or someone who worked for you,General,verb,M
moogi,"sharpness,edges",General,noun,M
mooma,"; to spread about, wander, to overflow",General,noun,M
moose,hair of cow's or elephant's tail,Common Animals,noun,M
mooya,"feathers,hair, fur",General,noun,M
moso,left,General,noun,M
moto,motto,General,noun,M
motoka,motor-car,General,noun,M
mpaako,"pet name for Banyoro & Batooro given to a person by his/her parents at birth; e.g. Amooti, Abbooki, etc",General,noun,M
mpaama,"poor soil, hard'earth",General,noun,M
mpaano,reciprocal gift,General,noun,M
mpaaraki,Uganda kob = mpara,General,noun,M
mpaarra,very large kind of locust,Common Animals,noun,M
mpaho,at least,General,noun,M
mpahu,"species of edible termites, which build a very tall ant-hill",Biology,noun,M
mpaimi,"a bee flying about alone; aggressive, sharp-tongued person",Common Animals,noun,M
mpairimi,male dog,Common Animals,noun,M
mpaka,"argument, strife, dispute",General,noun,M
mpakani,"argumentative person ; competitor, rival",General,noun,M
mpale,"knickers, trousers, shorts, drawers",General,noun,M
mpaliko,"pointed stick or spear, stuck in the ground as a trap",General,noun,M
mpambiri,one who uses force,General,noun,M
mpambiro,passages made in the earth by termites (sometimes ascribed to snakes),General,noun,M
mpambo,seeds of gourds,General,noun,M
mpamo,"mourn, lament",General,noun,M
mpampara,"cow that gives no milk, a woman without enough milk to suckle her baby, a woman without breasts",Common Animals,noun,M
mparo,plantain gardens of a chief; public labour done in rotation,General,noun,M
mitooma,a place that has Ficus natalensis(emitooma),General,noun,M
mitwaro ikumi num,one hundred thousand,Mathematics,noun,M
mitwaro ebiri num,twenty thousand,General,noun,M
mitwaro makumi abiri num,two hundred thousand,General,noun,M
miyonga,"mud, dirt, darkness, blackness",General,noun,M
mogo-mogo,"stand head down, upside down",General,verb,M
mpanama,orchitis; animal with only one testicle,General,noun,M
mpanangan,advice,General,noun,M
mpande,;groundnut;peanut,General,noun,M
mpandiika,"writing, script",General,noun,M
mpandiiko,"letter, missive, inscription",General,noun,M
mpangi,"ditch, piece of ground in process of cultivation; old experienced hunting dog; cock",Common Animals,noun,M
mpango,King's large drum,Governance And Administration,noun,M
mpanguruzi,plant used as medicine in difficult labour,General,noun,M
mpangwa,"the way one is made, nature",General,noun,M
mpanja,small epiphytic plants (fems and orchids),General,noun,M
mpaouura,"advice, counsel",General,noun,M
mpara,Uganda Kob,General,noun,M
mparacuki,"; swift runner (esp. animals, e.g. deer)",General,noun,M
mparagatwa,cooked millet ( oburo) scaped out of the pot,General,noun,M
mparakazi,one who is always visiting,General,noun,M
mparangani,quarrelsome person,General,noun,M
mparano,"enmity, jealousy competition, rivalry",General,noun,M
mpata,constipation,General,noun,M
mpataniza,"space between fingers, toes etc",General,noun,M
mpatani,contract,General,noun,M
mpatanizo,fork (of tree),General,noun,M
mpaya,waves and rapids on a river; a male sheep or goat,Common Animals,noun,M
mpedya,bridemaid,General,noun,M
mpeehe,"fluffy seed of reeds, etc",General,noun,M
mpeeka,braces; charm wom by mother for child,General,noun,M
mpeera,"wage, pay, reward",General,noun,M
mpeere,service,General,noun,M
mpeerre,a plant used as medicine for baby 's stomach-ache,Health & Medicine,noun,M
mpeerre,hairy stingy spikes on Elephant grass,General,noun,M
mpeesi,a new hoe,General,noun,M
mpekenyu,"gristle,cartilage",General,noun,M
mpemurani,one who brings shame or disgrace,General,noun,M
mpenabere,firm breasts (not pendant),General,noun,M
mpendeke,"invalid, maimed person, one with broken bones",General,noun,M
mpere,bed-bug; see also ebisud,General,noun,M
mpcreka,"cow, etc. entrusted to another",Common Animals,noun,M
mperekezi,maids (in marriage),General,noun,M
mpero,"end, limit, boundary",General,noun,M
mpeta,ring,General,noun,M
mpetezi,sluggard,General,noun,M
mpi,slap,General,noun,M
mpibi,flatulence,General,noun,M
mpiigani,"enemity, persecution",General,noun,M
mpiigi,hunting dog (used as qualifier),Common Animals,noun,M
mpiirwa,lucky person,General,noun,M
mpike,"termite hill, the earth of which is used for cooking stones",Common Animals,noun,M
mpiko,"completed period, fixed time, point of time, destination",General,noun,M
mpimbaale,"a blind cow,etc",Common Animals,noun,M
mpindo,native needle or bodkin used in making baskets,General,noun,M
mpindura,"change, alteration",General,noun,M
mpondo,"a bird,whistle through closed bands",General,noun,M
mpooka,survivor,General,noun,M
mpooli,absence of prepuce,General,noun,M
mpoorro,see ilroo,General,verb,M
mpooza,"tax levied, dues, customs",General,noun,M
mpinga,"fetters; multitude, abundance; weekly market",General,noun,M
mpingo,handcuffs,General,noun,M
mpinju,"stump of tree, trunk, stem, logs",General,noun,M
mpiri,"one who plans harm, scandalmonger, busybody",General,noun,M
mpirima,"dagger, dirk",General,noun,M
mpisi,hyena,Common Animals,noun,M
mpogo,bracelet or anklet of ivory or bead-work,General,noun,M
mpoha,; hollow socket of spear blade,General,noun,M
mpoijoorro,straight tree; nice-looking thing or person,General,noun,M
mpoma,puff-adder ; large gourd used for beer,Common Animals,noun,M
mponderane,see enkuratane,General,verb,M
mpora,"adv., slowly, gently, quietly, carefully",General,adverb,M
mpora mpora,"little by little, slowly",General,noun,M
mporoma,variety of plantain (embiira),General,noun,M
mpotokwa,potatoes dug up and left in the beat of sun for a day,General,noun,M
mpotole,"undiluted sweet banana juice; spear blade, etc. with spiral ornamentati on",General,noun,M
mpucuzi,gobbler,General,noun,M
mpuge,"absent minded, forgetful person",General,noun,M
mpugi,see foreg,General,verb,M
mpugutani,"forgetful, scatter- brained person",General,noun,M
mpuku,weevil,General,noun,M
mpuliirro,ear passage,General,noun,M
mpunda,"haff, stubble,(see musunga,)",General,noun,M
mpuoe,silent or dull person,General,noun,M
mpungi,north wind,General,noun,M
mpungira,sleeping sickness,General,noun,M
mpungu,"a large bird of prey, kite",Biology,noun,M
mpuno,"pig, wild boar",Common Animals,noun,M
mpurumba,; large pipe with rounded bowl,General,noun,M
mpuruuturuzo,see mpuruutuuff,General,verb,M
mpuroutuorro,"sliding loop, noose, bow",General,noun,M
mputa,a wounded person,General,noun,M
mpuura,"a light-grey cow, off-white in colour",Common Animals,noun,M
mpuuga,patches on cattle; spear blade which is polished on one side only,Common Animals,noun,M
mpuube,house where there is no much food,General,noun,M
mpuuhlra,"moth,caterpillar",Common Animals,noun,M
mpuuka,"east wind ; disease accompained by sweUing of the abdomen , dropsy",General,noun,M
mpuule,"unground millet (obiiro); loose grains, beads, or cents",General,noun,M
mpuumuro,; resting place,General,noun,M
mpuunahuni,"dense, slow, or deliberate.person",General,noun,M
mpuuta,handkerchief or bandage worn round the head,General,noun,M
mpwabwoba,"; insolent, quarrel-some person",General,noun,M
mpwabwogo,peace lover,General,noun,M
mpwabwa,calabash cup with wide mouth,General,noun,M
mpwamaani,invalid,General,noun,M
mpwaogule,"courageous, clever person (=oulabukya)",General,noun,M
mpwaoyi,the Coast(Mombasa),General,noun,M
mpwera,; red millet used for making beer,General,noun,M
mpwerwa,utterly destitute person,General,noun,M
mpwiju,bark used for smoking in a pipe,General,verb,M
mpya,burning,General,noun,M
mpyangya,"scandalmonger, busybody",General,noun,M
mpyo,crocodile,Common Animals,noun,M
mpyora,scaly syphilitic skin disease causing light patches on skin,Health & Medicine,noun,M
mubaagi,"butcher, flayer",General,noun,M
mubabo,groove round milk-pot,General,noun,M
mubaizi,"carpenter,joiner",General,noun,M
mubambaazi,one who behaves l ike a madman,General,noun,M
mubambago,fill to the brim,General,verb,M
mubambanjobe,small prickly tree on the edges of forest,General,noun,M
mubambizi,"oppressor, one who tries to pick a quarrel; buyer of freshly killed meat",General,noun,M
mubangizi,"helper, supporter",General,noun,M
mubaro,"; drum beat, rhythm with underlying expression of sentiment or emotion",General,interjection,M
mubazi,speaker,General,noun,M
mubazi,medicine,General,noun,M
mubaztiro,seam,General,noun,M
mubazilzi,"sewer,tailor",General,noun,M
mubbayuzi,", one who removes foreign body from the eye of another person; one who smacks;one who is skilled in treating neck pains by turning the sick neck rrom one side to another",General,noun,M
mubembo,disease of cattle; nettlerash,Common Animals,noun,M
mubiihi,liar,General,noun,M
mubiihibiihi,"dissembler, cheat",General,noun,M
mubiikira,aton,General,noun,M
mubiito,Prince,Governance And Administration,noun,M
mubiitokati,Princess,Governance And Administration,noun,M
mubimba,"slender shrub, or small tree, with yellow pea flowers and long pods",Nature & Environment,noun,M
mubimbiri,large tree with tiny leaves,General,noun,M
mubindo,loin cloth,General,noun,M
mubingi,"one who chases, driver",Transport,noun,M
mubingwa,outcast = mucwibwa,General,noun,M
mubiri,"body (while alive); thickness, substance; blessing, luck",General,noun,M
mubirigi,Belgian,General,noun,M
mubirlizi,a shrub with white blossoms (vemonia amygdalina),Nature & Environment,noun,M
mubirikirizi,"accuser,tell-taler",General,noun,M
mubobwa,"prisoner,captive",General,noun,M
mubombo,"disease of cattle,mange",Common Animals,noun,M
mubongoya,"gentle, quiet, polite person",General,noun,M
mubu,"mosquito, gnat",Common Animals,noun,M
mubule,"deceased person,the late",General,noun,M
mubuli,sting (of bees),General,noun,M
mubumbi,potter,General,noun,M
mubumbo,mass of cooked and mashed plantains,General,noun,M
mubungi,"caller, visitor, guest",General,noun,M
mubura,tall forest tree. (Parinari excelsa),Nature & Environment,noun,M
mubuyi,; bone setter nurse,Health & Medicine,noun,M
mubuza,a plant much disliked by biting ants (empazi),General,noun,M
mubwera,";a thorny, busby tree",General,noun,M
mubwibwibwi,potatoes not fully cooked,General,noun,M
mubwiga,a herb like spinach,General,noun,M
mubyazi,";sower, planter",General,noun,M
mucaca,"fastidious, lazy person, dandy",General,noun,M
mucacazi,"loafer, idler",General,noun,M
mucanzi,torturer,General,noun,M
muceeri,rice,General,noun,M
mucence,"patchwork gannent,kilt",General,noun,M
muconco,"stick-insect; tall, slender person",General,noun,M
mucoomi,a clumsy person,General,noun,M
mucucu,long hair (generally curled),General,noun,M
mucucuke,; a species of yellow cassia,Biology,noun,M
muculikankanda,unmarried girl in the family,General,noun,M
mucumbi,"cook, baker, chef",General,noun,M
mucunda,plant with tiny white teasel like flowers up the stem (Leucas of Volkensii),General,noun,M
mucungiro,"drinking-place for cattle, shallow water, stream",Common Animals,noun,M
mucunguuba,orange,General,noun,M
mucunguzi,redeemer,General,noun,M
mucuukuzi,one who discards; one who guards the property of a dead King,Governance And Administration,noun,M
mubohwa,"prisoner, jailed or captive",General,noun,M
mucukuuzi,one who discards; one who guards the property of a dead king,Governance And Administration,noun,M
mucwa,the king's council house,Governance And Administration,noun,M
mucwacwa,"cute, cunning person",General,noun,M
mucwangya,"cunning, crafty person",General,noun,M
mucwe,gravy,General,noun,M
mucweke,parent whose children have died,General,noun,M
mucweki,one with ears cut off,General,numeral,M
mucwezi,"legendary hero, god deity",Culture And Tradition,noun,M
mucwi,"tracker (in bunting) ; runaway, fugitive",General,noun,M
mucwibwa,"outcast, disowned person",General,noun,M
mudaaki,"German, Dutchman",General,noun,M
nmdaali,medal,General,noun,M
mudalizi,embroiderer of edali!,General,noun,M
mudanguzi,drunkard,General,noun,M
mude,a tree from which strong posts are made,General,noun,M
mudibo,mushrooms cooked without salt (formerly eaten by bridal pair),General,noun,M
mudidi,something in plenty,General,noun,M
mudomadoma,; foolish person,General,noun,M
mudumu,"jug, gun-barrel",General,noun,M
muduuma,King's executioner (old days); overseer of King's water and drinks,Governance And Administration,noun,M
muduumi,"herald, interpreter",General,noun,M
muduupi,"traitor, liar",General,noun,M
muduuzi,"mocker,jeerer, scoffer",General,noun,M
mufaakati,widow,General,noun,M
mufaalisi,mattress,General,noun,M
mufeerwa,"one who has lost all relations or a relative, widow; impotent(of male)",General,noun,M
mufooka,a small shrub the leaves of which yield a purplish black dye,Nature & Environment,noun,M
mufu,"dead person, greedy, mean, stingy, selfish person",General,noun,M
mufukaani,wrestler,General,noun,M
mufuko,a quiver for arrows; bead necklace; broad belt used as a purse,General,noun,M
mufumbi,"swelling in axilla, groin, or neck (esp. swollen glands in groin)",General,noun,M
mufumu,"doctor, medicine man, (today) dealer in medicine/herbs",Health & Medicine,noun,M
mufundi,"expert workman, artisan, mechanic",General,noun,M
mufuoguro,milk diluted with water,General,noun,M
mufunjo,"tree with very hard black wood , African ebony",General,noun,M
mufuranyi,woollen garment = efaraano,General,noun,M
mufuruki,one who moves house; fugitive,General,noun,M
mufuohi,;jealous husband or wife,General,noun,M
muga,to become useless or feeble,General,verb,M
mogaaga,roll of cloth on which bead ornaments are kept; stick on which milk vessels are inverted; grass used for thatching,General,noun,M
mugaaniizi,"mocker, jeerer",General,noun,M
mugaate,"bread, loaf",General,noun,M
mugabante,"King's front entrance, main gate",Governance And Administration,noun,M
mugabi,"generous, bountiful person",General,noun,M
mugabo,"share, part",General,noun,M
mugabuzi,milk of a cow which is given to dying person,Common Animals,noun,M
mugaga,decoration of doorway for a wedding,General,noun,M
mugaju,perfume obtained chiefly from stalks of papyrus near the roots,General,noun,M
mugamba,"horizontal stick for hanging things on, yoke for carrying milk pots",General,noun,M
mugambi,"discussant, speaker, spokesperson",General,noun,M
mugambigambi,"chatterbox, talebearer; master of ceremony",General,noun,M
mugambisibwa,"gossip, chatterbox",General,noun,M
mugambizi,"speaker, preacher; evangelist",General,noun,M
mugaoda,native of Buganda,General,noun,M
mugaoda,foundation stick of building; handful,General,noun,M
muganga,"experienced kind ofdoctor who performs certain ceremonies for hunters, etc",General,noun,M
mugaogama,cerebral spinal meningitis,General,noun,M
mugango,an old word for gun; a shrub with large thick leaves (= ekigango),Nature & Environment,noun,M
muganjano,"friendship, intimacy",General,noun,M
mugano,swanning of tennites;windless evening that allows termites to fly about freely,General,noun,M
muganuro,first fruits to be harvested,General,noun,M
muganyi,mourner,General,noun,M
muganyizi,"pitiful, merciful person",General,noun,M
mugara,"feeble,weak, lazy person",General,noun,M
mugaraasi,"dawdler, laggard",General,noun,M
mugaragara,"King 's or Chief's servant or attendant, courtier",Governance And Administration,noun,M
mugarama,a large thorny tree,General,noun,M
mugarami,person of leisure; guardfan of the King's palace; the second of clan's Mucwezi of the clan (old days),Governance And Administration,noun,M
mugaruzi,one who brings back peace,General,noun,M
mugaso,"worth, use, profit, advantage",General,noun,M
mugayaaro,"idleness,laziness",General,noun,M
mugayangano,"scorn, contempt, cynicism",General,noun,M
mugayi,scorner,General,noun,M
mugayo,"; scorn, contempt",General,noun,M
mugayuki,"docile,obedient person",General,noun,M
mugeege,tree from which a perfume like omugaju is obtained,General,noun,M
mugembi,barber,General,noun,M
mugemuzi,one who brings foods for another,General,noun,M
mugeode,trench dug for removing refuse of kraal,General,noun,M
mugeoge,leper,General,noun,M
mugeoyi,";visitor,guest, stranger",General,noun,M
mugeozi,"brother; walker, traveler, pilgrimer",General,noun,M
mugenzigeozj,wanderer,General,noun,M
mugeozo,"custom, way",General,noun,M
mugeozo,"something believed as omen usually Lucky thing which must be encountered when starting on a jou rney, etc",General,noun,M
mugera,small valley,General,noun,M
mugere,kick,General,noun,M
mugesi,reaper,General,noun,M
mugeya,; chief herdsman of King's cows,Governance And Administration,noun,M
mugeye,mane; a large flattopped forest tree,Nature & Environment,noun,M
mugeyi,backbiter,General,noun,M
mugezi,"wise, clever, gifted person",General,noun,M
mugezi,"stoon water, flood, torrent",General,noun,M
mugezigezi,"sharp, clever, crafty person",General,noun,M
mugiini,"rest house, inn",General,noun,M
mugimba,bunch of plantains,General,noun,M
mugina,"mane, hair, bristles on ani mal 's back; a plant the leaves of which are used as a medicine for colds",Health & Medicine,noun,M
muglrigimba,"a whole thing, anything swallowed whole",General,noun,M
mugisa,"blessing, good luck",General,noun,M
mugizansoni,visitor particularity that with whom you are not familiar with; in-laws (relative of one's wife /husband),General,noun,M
mugenyi,"visitor, stranger",General,noun,M
mugenzi,son of the same mother,General,noun,M
mugizi,"one in authority, counselor, minister",General,numeral,M
mugizi,";name of maidservant of Nyinamwiru, mother of Ndahura, the first Omucwezi King of Kitara She is regarded as a junior embandwa (god) who is also possessed by those initiated into the spirit cult",Governance And Administration,noun,M
mugo,"; Queen, consort",Governance And Administration,noun,M
mugo,"acacia found in lowlying, often swampy, valleys",Nature & Environment,noun,M
mugobabazimu,see -omugobaiswa,General,verb,M
mugobaiswa,; creeper with large blue or mauve pea flowers,General,noun,M
mugobe,a plant the leaves and seeds of which are eaten as relish,General,noun,M
mugobya,"hypocrite, betrayer, traitor, deceiver, cheat",General,noun,M
mugogo,; stem of plantain tree; pair,General,noun,M
mugogoro,long heavy load of cowrie shells; frail person or thing; hard task,General,noun,M
mugole,"; bride, bridegroom, mistress of servants",General,noun,M
mugoma,rim; grass coil of which baskets are made,General,noun,M
mugoma,drummer,General,noun,M
mugomba,"clumsy, awkward person , bungle, one who is out of practice",General,noun,M
mugomboli,bolt,General,noun,M
mugomborozi,sub-county chief =oweegomboorra,Governance And Administration,noun,M
mugomo,group,General,noun,M
mugomoko,stoutness,General,noun,M
mugona,gullet;long bag made from cow's gullet,Common Animals,noun,M
mugongo,"back (lumbar region), keel, ridge; land between two swamps, shore oflake",General,noun,M
mugongoonyi,mid-rib of plantain leaf,General,noun,M
mugonya,crease,General,noun,M
mugoonyi,"traveller, sojourner, lodger",General,noun,M
mugoorra,"first leaf of plantains,etc",General,noun,M
mugorogoro,palm-like tree with smooth grey stem and leaves in tufts at their tops,General,noun,M
mugosi,"one who surrounds, highway man",General,noun,M
mugoye,"a kind of gut; om. gw 'omugongo, tendon of back",General,noun,M
mugoyi,"rower, paddler, boatman; stirre",General,noun,M
mugoyo,"mash of potatoes, aod beans, pottage",General,noun,M
mugu,mad person or crazy person,General,noun,M
mugudu,long drum beaten with the hands,General,noun,M
mugugu,"luggage, heavy load; = mutumba,o-; bundle (e.g. rolled up mattress)",General,noun,M
mugugu,small rush from which mats are made,General,noun,M
muguba,"rope, string; om. ogw 'enyabusatu, threefold cord",General,noun,M
mugullki,one who casts a spell,General,noun,M
muguma,half of spear with femily,General,noun,M
mugumiisiriza,patient person,General,noun,M
mugungumazi,"one who waits in vain , or is lonely, sorrowful, etc",General,noun,M
muguruko,"distance jumped, jumping posts and bars",General,noun,M
mugurumbuko,moving crowd,General,noun,M
mugurusi,;old man,General,noun,M
mugurwa,"slave, bond servant",General,noun,M
mugusa,; sorghum (the sort used for fermenting beer),General,noun,M
muguta,"uncured skin, hide; corpse of a King",Governance And Administration,noun,M
muguuda,rich person,General,noun,M
muguza,"seller, trader, merchant",Economics And Commerce,noun,M
muguzi,buyer,General,noun,M
mugwagwa,"stupid, half-witted person",General,noun,M
mugwamabeere,see omutatembwa,General,verb,M
mugwara,trumpeter,General,noun,M
mugwenyu,illness of dogs; mange,General,noun,M
mugwerezi,"one who starts to cross a swamp, or gets into a boat",General,noun,M
mugwesi,"testator, executor",General,noun,M
mugwetwa,"heir, legatee",General,noun,M
mugwezi,"one who lies in ambush., om. w'amaka, eavesdropper",General,noun,M
mugwijagizi,sleeper,General,noun,M
mugwo,a large tree with tbrony branches,General,noun,M
muhaagi,see iguta,General,verb,M
muhaata,coccyx,General,noun,M
muhaba,"foolish, half-witted person",General,noun,M
muhabisa,"seducer, one who leads others astray, misleading person",General,noun,M
muhabo,small back entrance,General,noun,M
muhago,illness with swelling of the face and eyes etc,General,noun,M
mubakani,"contendant, disputant, competitor",General,noun,M
muhako,udder,General,noun,M
muhakwa,a tree with mauve blossoms,General,noun,M
mubale,fine hot morning followed by rain,General,noun,M
muhama,"root,depth; veneral disease",General,noun,M
mubambuzi,"abductor, seducer",General,noun,M
mubambwa,"captive, prisoner of war",General,noun,M
muhana,large ditch,General,noun,M
muhanda,"path, road, way",General,noun,M
muhandiiki,"writer, clerk, scribe,secretary",General,noun,M
muhangaazima,rainbow,General,noun,M
muhangi,creator,General,noun,M
muhangirizi,; false accuser,General,noun,M
muhanguuko,"sudden, unexpected occurrence",General,noun,M
muhani,"reprover, adviser, one who rebukes",General,noun,M
muhanuurankuba,"a shrub, the leaves of which are used as medicine for internal pain",Health & Medicine,noun,M
muhanuuzi,"counsellor, adviser",General,noun,M
muhara,"daughter, usually umarried,virgin",General,noun,M
muharani,"rival, competitor",General,noun,M
muhate,"bully, oppressor, spiteful person",General,noun,M
muhayani,rival,General,noun,M
muhazi,"tanner,dresser of hides",General,noun,M
muhebebezi,"stammerer, stutterer",General,noun,M
muheeki,carrier (on the back),General,noun,M
