english,lun_words
they do not come / they don't come,1
you (pl) have comed / you (pl) comeed,1
we do not come / we don't come,1
to urn back into the path each other,1
to cause to urn back into the path,1
[GENERAL] [GENRELIGIOUS] the soil is fertile and dry,5
to be proud or self satisfied each other,1
to cause to be proud or self satisfied,1
"to cause to be satisfied, replete, grow fat",1
That is why I will send him away.,3
"to undo/reverse run away in fright, e tcing",1
"to be run away in fright, e tced",1
[GENerAL] He was taken quickly after being released.,6
[GENerAL] I have been encouraged by your deeds,3
[AGOVERNMENT] [GENERAL] Pesticides add to the age cycle.,8
[GENERAL] the man who was a responsible man,2
[MATIONAL] The disease could be treated by doctors.,4
[GENerAL] I have been tempted to buy it,3
He was referred to as a drunk man.,7
[GENerAL] Do you have nothing to worry about?,5
I do not see / I don't see,1
they do not speak/say / they don't speak/say,1
"to come unex pectedly(enswa), b reak out (rash)",1
lheard a strong noise of a falling object.,4
I do not come / I don't come,1
they do not see / they don't see,1
you (pl) have cookd / you (pl) cooked,1
we do not cook / we don't cook,1
he/she do not cook / he/she don't cook,1
you do not cook / you don't cook,1
I do not cook / I don't cook,1
they do not love / they don't love,1
"to raid, pillage, cut down food plants, loot",1
to speak loudJy and dist ractly (open confession),1
"to hatch out atukiirra, kw-, okw -, v",1
[EDUCATION] [ERICULTURE] The water was beginning to flow,7
"[GENERAL] pulnge in to pathless Jewelry, n., ekisisani.",5
"clean. orwiguzo, o-, n. cl. 11, (pl. nil)",5
"reasonable. negdhwaho, o-, n. cl. 11, (pl. nil)",2
"o.peop le, o-, n. cl. 11, (pl. nil)",2
I have leave/go outd / I leave/go outed,1
they do not sing / they don't sing,1
you (pl) have singd / you (pl) singed,1
"to be clean, pick out, use a toothpicked",1
"teera tuntuuru, o-, n. cl. 11, (pl. nil)",3
If they will not enter into my rest.,5
[GENerAL] he is going to cook his dinner,3
[GENerAL] they won the victory over the enemy,4
[GENRELIGIOUS] [MEDICAL] I want to go to dig,4
"to be satisfied, replete, grow fat each other",1
[GENERAL] his book is telling you the truth,3
[GENERAL] the child has told me to leave,3
he/she do not come / he/she don't come,1
she believed as she had given her money,4
"mllrullgi baitu mugara, he is handsome but lazy",1
you do not come / you don't come,1
[GENerAL] let us not be afraid of this,4
The Koran is a sacred book for Islam.,4
"z. amaiso, o-, n. cl. 11, (pl. nil)",8
"z. oruli, o-, n. cl. 11, (pl. nil)",2
to undo/reverse brush or scrub oneself with somethinging,1
to be brush or scrub oneself with somethinged,1
"to undo/reverse clean, pick out, use a toothpicking",1
you (pl) have loved / you (pl) loveed,1
[RELIGIOUS] Pilate took Jesus and had him whipped.,5
[GENERAL] The woman lives in a new home,4
[GENERAL] We help children who have no parents,4
[GENERAL] The man found something in the field,4
[GENERAL] The woman brings her clothes to work,4
[GENERAL] We are making changes in our lives,3
[GENERAL] The women gather the grapes at night,4
There is a system of farming and educating.,7
"to spread for, entertain, spread mats,straw and grass",1
the house wife is spreading out the bed,3
"to spread out, lay out (beds, e tc",1
I do not sing / I don't sing,1
they do not cook / they don't cook,1
they do not return / they don't return,1
you (pl) have returnd / you (pl) returned,1
we do not return / we don't return,1
he/she do not return / he/she don't return,1
you do not return / you don't return,1
to put up the nose (e each other,1
to cause to put up the nose (e,1
to undo/reverse 85 esoroora eswaza to slink offing,1
"close: z.onIgo, o-, n. cl. 11, (pl. nil)",5
The time was right for him to finish.,5
[GENerAL] How many times did you go out?,4
to cause to go off in a rage,1
[GENERAL] she cleaned the wound like a dog,4
[GENERAL] [GENRELIGIOUS] they will eat you gave me,4
"[GENERAL] The thieves b""J! know how to show",4
"to make to buy, sell to each other",1
"to cause to make to buy, sell to",1
"to undo/reverse become foolish (bad sense), become immoraling",1
"to be become foolish (bad sense), become immoraled",1
Even the believers did not believe in him.,4
[GENerAL] the instrument used to play the body,4
[MEDICAL] The patient has started to like eating.,4
[GENerAL] He is there who prepares the test.,3
"be grottonous, o-, n. cl. 11, (pl. nil)",5
we do not sing / we don't sing,1
he/she do not sing / he/she don't sing,1
you do not sing / you don't sing,1
he/she have leave/go outd / he/she leave/go outed,1
you have leave/go outd / you leave/go outed,1
he/she do not pray/ask / he/she don't pray/ask,1
you do not pray/ask / you don't pray/ask,1
I do not pray/ask / I don't pray/ask,1
they do not need / they don't need,1
you (pl) have needd / you (pl) needed,1
hens do not lay eggs in broad light,3
"to cause to bum, light, blow up (fire)",1
The scriptures were written by the Holy Spirit.,4
[GENERAL] The oil got dry in the dark,3
[GENERAL] [GENRELIGIOUS] she went to visit her workmate,4
[MEDICAL] The hospital is better to treat women.,4
[GENerAL] They don't have any knowledge of it.,3
[ERICULTURE] [GENERAL] The doctor has told you differently.,4
The orthodox broke off the Catholics in AD1054.,7
[GENERAL] the millet is green for three months,4
"to undo/reverse make oneself odious, make food distastefuling",1
It is not easy to use a crutch.,3
It is rare to have sex in men.,4
"to stare at, gaze fixedly at each other",1
"to cause to stare at, gaze fixedly at",1
"and a son, the son of a bitch.",3
"Look, mba, o-, n. cl. 11, (pl. nil)",2
to go off in a rage each other,1
she was taken to the hospital for treatment,4
you have to eat to prepare your body,5
A cassock is a worn by religious leaders.,4
to pay a friendly visit in the evening,1
I do not return / I don't return,1
they have leave/go outd / they leave/go outed,1
we have leave/go outd / we leave/go outed,1
you do not need / you don't need,1
I do not need / I don't need,1
they do not thank / they don't thank,1
you (pl) have thankd / you (pl) thanked,1
we do not thank / we don't thank,1
he/she do not thank / he/she don't thank,1
you do not thank / you don't thank,1
The disease takes a long time to heal.,4
I told him to make a clay pot,4
he persuaded him to believe in the gift,3
I do not thank / I don't thank,1
they do not pray/ask / they don't pray/ask,1
[GENerAL] he told me he was your brother,5
"[GENERAL] be dirty in one's person, be dirty",6
[GENERAL] [GENRELIGIOUS] he gave him a good answer1,2
[GENERAL] [GENRELIGIOUS] she taught the children at school,6
The soil is like a garden for food.,5
[GENERAL] The woman takes meat from the kitchen,4
[GENERAL] cow with white spots on the forehead,4
He broke the stick and it was broken.,4
you made me the best of the game,5
I don't have the right to be afraid.,5
"[GENERAL] to work with I itJe result, etc.",6
[GENERAL] [GENRELIGIOUS] she stayed in her father's house,4
[GENERAL] to be proud will not be lazy,4
"to undo/reverse beat oneself, amend one's ways, refraining",1
"He left everything, got up, and followed him.",4
[GENerAL] He ate the night with his family.,3
[GENerAL] We can go to the right time.,4
man is differentiated by intelligence from other mammals.,6
we do not need / we don't need,1
he/she do not need / he/she don't need,1
"[GENERAL] dress up in beautiful clothes, dress up",6
the teacher of children has never given up,6
"t. entomi, o-, n. cl. 11, (pl. nil)",4
"aime at, adv., ku-, oku-, v.i., (pf. -fonn)",5
"c. fo1m, o-, n. cl. 11, (pl. nil)",4
"be stubborn, tingle (e.g. dirt), be cramped, tinky",4
[GENerAL] I need to prepare for my work,5
[MATIONAL] Antivirals have been used to fight diseases.,7
"to fall upon, attack, surround, besiege each other",1
"to cause to fall upon, attack, surround, besiege",1
[GENERAL] [GENRELIGIOUS] The soil is burned by fire,3
you (pl) have pray/askd / you (pl) pray/asked,1
we do not pray/ask / we don't pray/ask,1
A crop used as fertilizer is called bananas.,9
Peter is suffering from a dreaded skin disease.,3
The man does not sleep with his mother.,4
you do not want/love / you don't want/love,1
I do not want/love / I don't want/love,1
He has been given cancer control over cancer,7
they do not do/make / they don't do/make,1
you (pl) have do/maked / you (pl) do/makeed,1
we do not do/make / we don't do/make,1
he/she do not do/make / he/she don't do/make,1
you do not do/make / you don't do/make,1
I do not do/make / I don't do/make,1
they do not want/love / they don't want/love,1
you (pl) have want/loved / you (pl) want/loveed,1
we do not want/love / we don't want/love,1
he was taken to the hospital for rehabilitation,4
the sasasaldote has helped him with mental health,6
"[GENERAL] to guard oneself tightly, take care of",4
[GENERAL] with the suffix -nll at the end,7
[GENERAL] The bride has become a good believer,4
[GENERAL] The crowd was written in this year,4
[GENERAL] The women blessed them for doing so,4
[GENERAL] The pastor condemns people who are annoyed,4
[EDUCATION] Students go to the marketplace to meet,4
[GENERAL] The big thing became a big thing,4
[MEDICAL] [Muslim] i/e to compare with the patient,4
"[GENERAL] come in close contact with, come in",6
"[GENERAL] stand up to be proud, be proud",4
[GENERAL] [GENRELIGIOUS] be angry because I loved him,3
[Muslim] [GENERAL] The patient has started doing well.,5
[GENRELIGIOUS] [MEDICAL] How did you get your body?,4
[MATIONAL] The hospital is better to treat women.,4
The doctor prayed before starting the surgical procedure.,5
I exercise authority over you and see you.,5
he/she do not want/love / he/she don't want/love,1
You should separate the cows from the goats.,4
why didn't he decide to add the tax,4
they have spent enough time eating their dinner,5
[GENERAL] The man has done a lot today,4
[RELIGIOUS] There was a sacrifice to the LORD,4
He kept us busy for a long time.,4
There are so many icons in the church.,6
The cup of wine in the holy cup.,4
[GENERAL] The Abaomllka is a praise to God,2
[EDUCATION] [ERICULTURE] she teaches the home of menelkunt,4
"to cause to show off, be conceited, vain",1
[Muslim] [GENERAL] He has a dreaded skin disease.,5
to cause to clatter (as gourds knocking together),1
[GENERAL] do not rely on the healed person,4
The disease takes a long time to heal.,4
I listen to you don't want to dig,3
Did he get very hungry in the community?,4
[GENERAL] there is still grass in the garden,3
"[GENERAL] to be stupid, foolish, foolish, and foolish",4
"[GENERAL] musondokozi, o-, n. cl. 11, (pl. nil)",8
[EDUCATION] the student wants to learn the art,4
Aren't you suffering from a dreaded skin disease?,3
There are blessings for the patient to heal.,5
[GENERAL] You will hear evil in this treatment.,6
[GENerAL] When was the book given to you?,5
[GENerAL] He was taken away for ten weeks.,5
[GENICAL] The hospital has a library for animals.,6
[GENerAL] she is not going to be allowed,2
"to undo/reverse assert one's identity, take ones timeing",1
soil that sounds to the legends when digging,5
"speech in a boneless man r, n., ekisisani.",7
sheep are different because of their human nature,6
peace does not come by means of search,3
"ek. ky'engogo, o-, n. cl. 11, (pl. nil)",2
"eki'enyanja, a-, n. cl. 6, (used in pl.)",2
"to undo/reverse mate with (female dog, cat, etcing",1
A human being is the one he meant.,4
[GENERAL] she cried out in a loud voice,3
to undo/reverse spread fo r oneself (bed etcing,1
to be spread fo r oneself (bed etced,1
to be ake a load off one's beaded,1
to show only the head (e each other,1
to cause to show only the head (e,1
"to show off, be conceited, vain each other",1
"cold, n., ekisisani. cold, adj., -(a) obunyanzi. cold",3
we got a hard time finding a place,5
I don't know when I get up early.,5
The farmer prepares his crop for the fall.,6
Praying to me every morning is my custom.,6
Health care is on the ears of everyone.,6
The lack of electricity makes the body strong.,5
I'm going to visit you at eight o'clock.,4
The lack of electricity makes the body strong.,5
one who is seen up by the clan.,8
take out many or much (esp. from a),8
h. engabu! pay attention to my heroic recitfon,8
"cause to emigrate, go to a safe place",7
to be carry or put on the headed,1
to undo/reverse ake a load off one's beading,1
"s. omusango, o-, n. cl. 11, (pl. nil)",4
"s. obuko, o-, n. cl. 11, (pl. nil)",4
"to cause to separate o neself, exclude oneself",1
[MATIONAL] The doctor told me to eat meat.,4
the weapon he was fighting was not broken,5
[GENERAL] We stand still and see the light,4
"Oilwe ota, o-, n. cl. 11, (pl. nil)",2
[AGRICULTURE] Many cows are reared in a tree,4
I want to go out of the lake,4
You should separate the cows from the goats.,4
The patient's thinking is based on health care.,4
[GENERAL] [GENRELIGIOUS] he was a prisoner in Katojo,4
[GENERAL] of a baby to go to sleep.,7
"[GENERAL] c., adv., ku-, oku-, v.i., (pf. -kooto)",2
"to pretend to forget, feign ignorance each other",1
to undo/reverse balance on the head = ehengekeerraing,1
to be balance on the head = ehengekeerraed,1
to undo/reverse carry or put on the heading,1
He was very sick and had a fever.,6
"I have a written document, which I write.",6
The doctor told him not to drink bananas.,5
She advised him to look for a doctor.,4
[GENERAL] The sower sows the seed by night,4
[GENERAL] The king has made a new decree,4
"[GENERAL] meat on inside side of back, etc.",6
"[GENERAL] nknukuzi, o-, n. cl. 11, (pl. nil)",11
[GENERAL] They began to eat flesh on fire,4
You have been taken to the brain/sickness hospital.,4
"s. enda, o-, n. cl. 11, (pl. nil)",4
men do not go to court at home,5
"c.form solongya, o-, n. cl. 11, (pl. nil)",4
to cause to bring forth first leaves (beans),1
"to be mate with (female dog, cat, etced",1
[GENRELIGIOUS] [MEDICAL] I go on my journey aimlessly,4
[AGICAL] [GENERAL] Crops have been harvested by pests.,3
[GENERAL] We greet the elders with a greeting,7
[GENERAL] The whole herd of cows is scattered,4
[GENRELIGIOUS] [MEDICAL] Why are you crying and crying?,4
The cinematographer tells the actors how they play.,7
she played the harp and sang the tambourine,5
Documentaries of Nyakarubata don't stay in one place.,5
"to undo/reverse do intentionally, go with purpose ofing",1
"to be do intentionally, go with purpose ofed",1
to cause to spin go round and round,1
to go or rush together (many) each other,1
to cause to go or rush together (many),1
[GENERAL] [GENRELIGIOUS] I will sing praises to him,3
[GENERAL] [GENRELIGIOUS] hasn't he been here long enough?,9
[GENerAL] What time have you had this vision?,5
to bring forth first leaves (beans) each other,1
"to cause to pretend to forget, feign ignorance",1
The disease is very common in the cities.,4
He is suffering from a dreaded skin disease.,3
[GENRELIGIOUS] barrenness (when ornaments are taken away from).,6
[AGGENERAL] I have broken this cow to pieces,5
Workers are planting bananas in the dry season.,7
she believed that she had given her money,4
[GENERAL] The wall is very full of tears,4
[GENERAL] let me tell you the best stories,5
[GENERAL] They beat the girl at the back,4
"[GENERAL] nyabuk:iro, o-, n. cl. 11, (pl. nil)",6
"they ordered him to leave, pf. - ragairwe",7
[GENRELIGIOUS] that is why it is not true,5
[GENERAL] The patient has started to like eating.,4
[GENERAL] the child stands up to be proud,3
[GENERAL] we heard people whispering in the house,4
to spin go round and round each other,1
[GENERAL] the home where one's wife comes from,7
[GENerAL] There he struck you in my ears.,4
Praying to me every morning is my custom.,7
The farmer prepares his crop for the fall.,5
[GENICAL] The girl has bought a gold coin,5
the price of the commodity has been reduced,5
There is a lot of noise in Uganda.,8
The old man is hiding on his head.,3
The bishop wrote a letter to the bishop.,4
It is the first day of marriage today.,4
"[GENERAL] c. of pr. for m, adv., mpora",5
"ruza, a-, n. cl. 6, (used in pl.)",15
to bring back to (or for) each other,1
to cause to bring back to (or for),1
"k. amaguru, o-, n. cl. 11, (pl. nil)",2
"form. k11ng11zisa, o-, n. cl. 11, (pl. nil)",4
a tree from which strong posts are made.,8
money paid by a chief on his appointment,6
"to be die for on, on behalf ofed",1
to cause to make a rustling noise (e,1
[GENERAL] [GENRELIGIOUS] the rooster crowed and told him,3
"milkman. kamwana, o-, n. cl. 11, (pl. nil)",5
I went out because her husband beat her,4
[GENERAL] They found him suffering from kidney disease.,4
[Muslim] [GENERAL] The patient has tested many things.,4
"to undo/reverse be worth to, be good foring",1
"to be be worth to, be good fored",1
[GENRELIGIOUS] to heal the wounds of the patient,5
[GENRELIGIOUS] I am not good at wearing clothes,5
plant found in swamps used for making mats.,8
one who helps calf or kid to suck.,6
"one who stops evil from come i ng,",8
The disease is very common in the cities.,4
Malaria is caused by a dreaded skin disease.,3
He has been given cancer control over cancer,7
[GENRELIGIOUS] some people are seen by the gaai,5
The number of food items to be increased,3
[GENERAL] I don't want you to tell others,5
[MEDICAL] Pesticides cause soil erosion in the mountains.,6
You should put on airs before being tested.,4
"to cause to cause misfortune, bring bad luck",1
"to cause to squash foototora, ku-, oku-, v",1
"to undo/reverse grow soft and 6abby, be deflateding",1
[GENERAL] He was suffering from severe skin diseases.,3
[MATIONAL] The doctor is known for good health.,5
She was admitted to the catholic catholic church.,3
"shine. muliiririzi, o-, n. cl. 11, (pl. nil)",3
"to gird oneself, run very fast each other",1
"to cause to gird oneself, run very fast",1
"to undo/reverse die for on, on behalf ofing",1
I will go to bed on the Sabbath,5
He wanted you to come to his party.,4
"amagita g'entojo, o-, n. cl. 11, (pl. nil)",2
[GENerAL] he defended himself because of his bravery,3
"absent minded, adv., ku-, oku-, v.i., (pf. -culeezi)",2
"m. amaino, o-, n. cl. 11, (pl. nil)",4
"[GENERAL] a person with dirty eyes, n., ekisisani.",5
It is much more important now than ever,4
[GENERAL] I am so happy to see you,3
"[GENERAL] semegegereza, o-, n. cl. 11, (pl. nil)",2
There are blessings for the patient to heal.,5
He broke the stick and it was broken.,4
He was waiting for the crops to come.,5
Do you have heart disease in your home?,6
we had a hard time finding a place,5
that is a very large piece of wood.,3
[GENRELIGIOUS] he told me about ''Omutaguurra onlgoye rwe,5
[GENRELIGIOUS] he went beyond the city of refuge,7
[GENRELIGIOUS] [MEDICAL] she has taken care of things,3
The grave is where the dead are buried.,4
A mosquito net is used for spraying wounds.,3
"to be grow soft and 6abby, be deflateded",1
The priest of the church does not marry.,3
[GENERAL] omllplagisa was expelled from the house on,4
[GENERAL] [GENRELIGIOUS] she told him about 'okwnuki:a rule,4
we are reaching the end of the document,6
I don't expect him to say that thing.,4
Don't hesitate to come if you don't agree.,4
She advised him to look for a doctor.,4
[GENERAL] The patient has started to treat measles.,5
Tell him to wait for him to pay,3
The patient has been tested by many things.,4
"to be masturbate, push back foreskin of penised",1
to show signs of coming out each other,1
The woman has sent money to the church.,4
She reached out with her hand and shampoo,3
In the threat room they are wearing clothes.,4
"to give medicine to, prescribe for each other",1
"to cause to give medicine to, prescribe for",1
"to undo/reverse rest after meals, take a siestaing",1
"to be rest after meals, take a siestaed",1
You got a headache and you didn't understand.,5
"[GENERAL] a large bundle of flour, fish, etc.",10
"[GENERAL] kuleeza, o-, n. cl. 11, (pl. nil)",3
"[GENERAL] rwangaraete, o-, n. cl. 11, (pl. nil)",4
"[GENERAL] put fun at, pick up, pick up",8
[GENERAL] day has dawned the night is over.,16
The Abanwetwet is the purpose of these things,6
he got up and started working at home,3
they went to the tomb to draw water,4
I don't have the right hand of mine.,6
He is driving a car all day long.,5
"[GENERAL] rusugi, o-, n. cl. 11, (pl. nil)",3
"[GENERAL] be on the face-out for, be on",10
the bat has started to protect the birds,5
"to undo/reverse make narrow, crush, confine, restrict crowding",1
"to be make narrow, crush, confine, restrict crowded",1
to cause to decorate house for a wedding,1
"one of the most common cross, n., ekisisani.",5
"kuur off branches, e-, n. cl.7, (pl. bitinisa)",6
"en. y'ente, o-, n. cl. 11, (pl. nil)",2
"to join together, add, spell (words) each other",1
"to cause to join together, add, spell (words)",1
"dry. -ona, o-, n. cl. 11, (pl. nil)",3
she turned around and her son was quiet,3
[GEDICAL] The Council of Cassava prepared a year,5
"[GENERAL] soften in water, be in good health",6
The old man came out of the hospital.,6
The man does not sleep with the Son.,4
Large amounts of fish have invaded the coast.,7
to decorate house for a wedding each other,1
"to cause to crumple up, gather (in sewing)",1
"to undo/reverse masturbate, push back foreskin of penising",1
"to prevent (evil), ward off, forbid each other",1
"to cause to prevent (evil), ward off, forbid",1
to cause to show signs of coming out,1
[GENERAL] to talk to a person with insight,7
[GENRELIGIOUS] feel dreaded a t smell of illness,7
[GENRELIGIOUS] the mighty today keep watch over it,6
How much longer do you have to sleep?,4
"I have a written document, which I write.",6
He begged for God's forgiveness for his sin.,3
"to be bubble, boil fast, froth, foam lathered",1
The palace is a residential of the King.,4
"en. y'ekwaswa, o-, n. cl. 11, (pl. nil)",2
[GENERAL] the book was born to a child,3
they failed to keep watch over the patient,3
I'm going to send you to the doctor.,4
The patient's thinking is based on health care.,4
Do you have heart disease in your home?,6
it is better to have a good time,4
separate with the hands (e.g. millet from chaft),8
[AGGENERAL] trees farmers make the axe to dig,5
[GENRELIGIOUS] they heard the earthquake during the festival,6
[MOVERNMENT] Many diseases are spread to the poor,6
[GENRELIGIOUS] man dies four days and is alive,6
[GENRELIGIOUS] the dragon was thrown into the abyss,9
Does the council have an organization to visit?,4
Praying to me every morning is my custom.,6
Peter had refused to be told by Jesus,5
"[ am Kitulcge, who does not eat chicken",3
"When he arrived, he went on to say,",4
Have you ever been admitted to a meeting?,2
The farmer prepares his crop for the fall.,6
"[GENERAL] rubegyo, o-, n. cl. 11, (pl. nil)",5
[GENERAL] she was pregnant and had a baby.,11
I was driven away and left the village,4
"[GENERAL] cause to ascend, rouse up, rouse up",14
"[GENERAL] taatiirra, o-, n. cl. 11, (pl. nil)",3
"[GENERAL] bongoro, o-, n. cl. 11, (pl. nil)",3
I want omuntll w 'to sing my song,6
He believed that he had made a mistake.,4
There is a plant in the garden,4
he told us the hospital for years,3
be m the act of digging (dogs),7
He must not listen to their stories.,4
The doctor is known for good health.,5
I know the woman who stayed there,6
Do you have nothing to worry about?,5
I have been tempted to buy it,3
he sent a large bundle of flour,3
we cannot laugh because of his actions,4
"[GENERAL] be encouraged up, be encouraged up",7
"[GENERAL] be encouraged up, be encouraged up",4
The woman does not need a drink.,3
Nor did you sit on your bed.,4
There is a division of people's economy,4
"[GENERAL] pick up, pick up, pick up",4
"[GENERAL] be well mixed, be very dry",8
"[RELIGIOUS] be glad, be glad, be glad",12
"[GENERAL] gush out, gush out, gush out",8
when we go early we arrive early,4
they won the victory over the enemy,4
There he struck you in my ears.,4
"p1: form, fim 111tira, ku-, oku-, (pf",1
"to cause to chew (soft substance), masticate",1
"to be prevent (evil), ward off, forbided",1
"to undo/reverse prevent (evil), ward off, forbiding",1
to cause to fold (trouser or sleeves),1
to fold (trouser or sleeves) each other,1
"to be crumple up, gather (in sewing)ed",1
"to undo/reverse crumple up, gather (in sewing)ing",1
to be decorate house for a weddinged,1
"nigusaarra pe, (medicine) it 15 very bitter",1
"omutima nigumuteera du,du,du, his/her heart is throbbing",1
[GENERAL] cows are grazing in the field,3
Their song will not lead many people,5
to cause to walk hurriedly and sorrowfully,1
to cause to fill mouth with food,1
to fill mouth with food each other,1
There will be anointing in the church.,4
There is a plant in the garden,4
it also contains sweet potatoes and plantains,6
"omit, o-, n. cl. 11, (pl. nil)",4
"waml oneself, adv., oku-, v.i., (pf. -yora)",5
"to undo/reverse join together, add, spell (words)ing",1
"to cause to make wide, widen, broaden",1
"to make wide, widen, broaden each other",1
to cause to elj or say to,1
"to cause to pine away, languish, suffer",1
"to pine away, languish, suffer each other",1
[GENERAL] lnsstead of digging deep for me,12
"[GENERAL] pass. of pr. form, n., ekisisani",4
[GENERAL] the bananas are mixed with bananas,5
[GENERAL] pain in the sores every morning,5
to be show signs of coming outed,1
to cause to wrap up (a person),1
to wrap up (a person) each other,1
[GENERAL] food is taught in the garden,3
[GENERAL] [GENRELIGIOUS] then it will teach you,3
[GENERAL] classified camp houses in the palace.,6
"to undo/reverse cause misfortune, bring bad lucking",1
to cause to be tightly covered up,1
to elj or say to each other,1
"to be give medicine to, prescribe fored",1
That plant causes a lot of water.,5
Teenagers are holding parents heads of heads,4
to undo/reverse decorate house for a weddinging,1
to undo/reverse show signs of coming outing,1
[GENERAL] her cocoto explained it to Kampala,4
he/she went to have his/her cloth sew,7
The telvision is in the royal palace.,4
The death of a nun is painful.,3
[GENERAL] he was prohibited to drink milk,3
[GENerAL] I gave him back for testing.,3
"to undo/reverse give medicine to, prescribe foring",1
"m.obunku, o-, n. cl. 11, (pl. nil)",4
[Muslim] [GENERAL] The virus is very strong.,5
[Muslim] [GENERAL] The patient's thinking has disappeared.,3
[GENerAL] We trust you will be there.,3
"[GENERAL] sloth pull of gold, n., ekisisani.",4
"[GENERAL] pr. of pr. form, n., ekisisani.",4
"[GENERAL] lasciviousness of the skin, n., ekisisani.",4
[GENERAL] ax in the ears or nose.,6
"[GENERAL] pass. of c. fo1111, adv., mpora.",4
"[GENERAL] to be proud, boast, be proud",4
I found my book in the library.,4
to cause to be bereaved of (esp,1
"to be gird oneself, run very fasted",1
"to undo/reverse gird oneself, run very fasting",1
"to cause to be persistant, stick on",1
to cause to mourn for the dead,1
to mourn for the dead each other,1
"to cause to sit lazily, be idle",1
"to sit lazily, be idle each other",1
He has a friend when he left.,4
I feel angry when someone lies me.,4
It is a very long time today.,5
I make a small basket of beans.,3
Can I go out for a while?,4
"to undo/reverse squash foototora, ku-, oku-, ving",1
"to be cause misfortune, bring bad lucked",1
The river is full of only fish.,4
Jesus brought healing to the crippled man.,4
"ruhanuura, o-, n. cl. 11, (pl. nil)",4
"rumboto, o-, n. cl. 11, (pl. nil)",6
"[GENERAL] day in old age, n., ekisisani",4
[GENERAL] she was discharged from her position,2
[GENERAL] meal on top part of backbone.,6
The chaplain is holding the Bishop's crozier.,4
"[GENERAL] die in a pipe, n., ekisisani.",4
to cause to carry in the arms,1
He had a fever and he fainted,4
They have gone to love the field.,3
I am so happy to see you.,5
"djgger, o-, n. cl. 11, (pl. nil)",3
[GENERAL] people of the west are proud,3
"to be dirty, be uopresentable each other",1
to undo/reverse make a rustling noise (eing,1
"to cause to be bereaved of, lose",1
to undo/reverse spin go round and rounding,1
to cause to spin around and round,1
to spin around and round each other,1
to cause to wind round and round,1
to wind round and round each other,1
"[GENERAL] office of a bishop, n., ekisisani.",4
[GENERAL] I don't know where I am.,2
[GENICAL] The virus is now very hungry.,5
to carry in the arms each other,1
"to cause to cry (child), be fretful",1
"to cry (child), be fretful each other",1
to cause to ebintu bakaba bafantkwe taaga,1
"make to do or work, make to",8
to be bring back to (or for)ed,1
to undo/reverse bring back to (or for)ing,1
"mottled, adv., ku-, oku-, v.i., (pf. -ruhinyo)",3
"[GENERAL] to be proud, boast, be proud",2
to be go or rush together (many)ed,1
to undo/reverse go or rush together (many)ing,1
to be faddy about food each other,1
[GENERAL] [GENRELIGIOUS] all the cows ate 11gamllceenya,3
The Temple is prepared every six days.,4
Today it is a collection of poems.,4
"to cause to make to go, drive",1
"to make to go, drive each other",1
Intelligent people are used for cultural purposes.,6
[GENerAL] Aikara is a branch of Islam.,3
[GENerAL] He is waiting for an hour.,5
[AGRICULTURE] [GENERAL] Farmers depend on their crops.,6
"[GENERAL] disease of goat and sheep, etc.",5
"[GENERAL] bring to naught, bring to nought",4
to be spin go round and rounded,1
Teacher is a teacher of the Law.,4
to cause to answer when not caued,1
"to cause to sanctify oneself, justify oneself",1
"to sanctify oneself, justify oneself each other",1
"to be pretend to forget, feign ignoranceed",1
to undo/reverse bring forth first leaves (beans)ing,1
"to cause to backbite, slander, gossip about",1
[GENerAL] if we had gone to collect,3
[GENerAL] they sat talking until the day,4
[GENERAL] He has a dreaded skin disease.,4
We have enough food for the guests.,4
He brought a few items to us.,3
"culturally, adv., ku-, oku-, v.i., (pf. -culeezi)",4
"cry mortal with hole in centre, etc.",6
"to cause to bend, curve, force, compel",1
[GENERAL] this second time he cursed him,3
[GENERAL] nikyouba c. it is very soil,6
"[GENERAL] tear into pieces, tear in pieces",4
"[GENERAL] ncucu/kiraho cup of sanda, n., ekisisani",6
[GENERAL] she was escorted by her wife,3
[GENERAL] the millet is mixed with food,3
[GENERAL] the oil is sold in cash,4
[GENERAL] he redeemed us with his blood,10
[GENerAL] How many children do you have?,3
"to backbite, slander, gossip about each other",1
"to cause to frown, be wrinkle d",1
to cause to place on top of,1
to place on top of each other,1
to be bring forth first leaves (beans)ed,1
The cathedral is where the bishop stays.,4
I don't wear shoes in the mosque.,4
The Jewish synagogue is where they worship.,6
[GENERAL] cangamza those children on the road,4
"[GENERAL] to be proud, boast, be proud",9
[GENERAL] I was going to the market,3
"[GENERAL] to be proud, boast, be proud",1
[GENERAL] take a seat or position uninquired.,7
[GENERAL] Biamazi reakebeerra in the first class,4
"be c. down, be in good health",5
"circular, n., ekisisani. circular, adj., -culeezi. circular",2
The cold weather is threatening the enemy.,5
"place where bricks like made, clay pit.",12
"[GENerAL] wait for you, wait for me",2
[GENerAL] she cleaned the bathtub after bathing,4
"to undo/reverse separate o neself, exclude oneselfing",1
"rub smooth with leaves of omusomoor, etc.",7
"omunyoro, o-, n. cl. 11, (pl. nil)",8
"to undo/reverse pretend to forget, feign ignoranceing",1
[GENERAL] Tooro is loved by many people,4
Long church buildings are made of wood.,5
[GENERAL] You are suffering from kidney disease.,3
[AGGENERAL] [GENERal] Workers are planting hard seed.,4
[GENerAL] I was tempted to buy it,3
[GENerAL] You must go back to him.,2
