source,english
training_tagged,[GENERAL] The lion has left the army
training_tagged,[GENERAL] Let us use it now
training_tagged,[GENERAL] the bridegroom of the bridegroom has done his work well
training_tagged,[GENERAL] The worms shook the sky
training_tagged,[GENERAL] The fertile ground is strong
training_tagged,[GENERAL] The elders had a dispute with the elders
training_tagged,[GENERAL] The sower sows the seed with a view to the harvest
training_tagged,[GENERAL] the eagle has a sharp sickle before its time is over
training_tagged,[GENERAL] We are going to make a fifth crop
training_tagged,[RELIGIOUS] For we believe in the Lord
training_tagged,[GENERAL] The soil on the table
training_tagged,[GENERAL] The men build a new house
training_tagged,[EDUCATION] the student wants to learn the art
training_tagged,[RELIGIOUS] We stayed in church
training_tagged,[GENERAL] I was praying for money
training_tagged,[GENERAL] The man was lying in bed
training_tagged,[GENERAL] He went to the back of the diocese
training_tagged,[RELIGIOUS] we are going to pray to God for help
training_tagged,[GENERAL] No one wants to be bad
training_tagged,[GENERAL] The weeds stand in the field
training_tagged,[GENERAL] The women stripped off their clothes from her neck
training_tagged,[GENERAL] The coronation broke into the dead
training_tagged,[GENERAL] We collect many goods
training_tagged,[GENERAL] The child fell into a pit
training_tagged,[GENERAL] there is still grass in the garden
training_tagged,[GENERAL] The child is pregnant
training_tagged,[AGRICULTURE] We are going to grow crops for years
training_tagged,[EDUCATION] This year we want teachings
training_tagged,[RELIGIOUS] There was a sacrifice to the LORD
training_tagged,[GENERAL] The pastor asks for a polypo
training_tagged,[GENERAL] The child sings a song for his friend
training_tagged,[GENERAL] The darkness came quickly
training_tagged,[GENERAL] women formed a group
training_tagged,[GENERAL] My head is red
training_tagged,[GENERAL] We must read every day
training_tagged,[GENERAL] The man has done a lot today
training_tagged,[GENERAL] cows are on the way
training_tagged,[GENERAL] We started eating at the table
training_tagged,[GENERAL] We are making a show
training_tagged,[GENERAL] We speak at home
training_tagged,[GENERAL] My friend's sheep is scattered
training_tagged,[GENERAL] Elders pray on Sunday
training_tagged,[GENERAL] The man built a house like a hut
training_tagged,[GENERAL] The couple started a new life
training_tagged,[GENERAL] The work starts tomorrow
training_tagged,[GENERAL] The soldier drew a weapon
training_tagged,[GENERAL] His life is full of kindness
training_tagged,[AGRICULTURE] The farmer grows bananas and beans
training_tagged,[GENERAL] The big thing became a big thing
training_tagged,[GENERAL] This book helps the student
training_tagged,[EDUCATION] Students go to the marketplace to meet
training_tagged,[GENERAL] The weather will be good
training_tagged,[GENERAL] We are going to have fun in the kitchen
training_tagged,[GENERAL] The man is doing leadership work
training_tagged,"[GENERAL] to be very steep, be very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep, very steep."
training_tagged,[GENERAL] The triad was used to build
training_tagged,[MEDICAL] The doctors work every day
training_tagged,[GENERAL] The head of the guard is holding the gates
training_tagged,[GENERAL] The pastor condemns people who are annoyed
training_tagged,[GENERAL] The women blessed them for doing so
training_tagged,[GENERAL] The crowd was written in this year
training_tagged,[GENERAL] The bride has become a good believer
training_tagged,[GENERAL] The rain falls on everyone
training_tagged,[GENERAL] Youth start a new business
training_tagged,[GENERAL] Women have done various tasks
training_tagged,[GENERAL] We are going to collect grain in the community
training_tagged,[GENERAL] The child was born at night
training_tagged,[GENERAL] We all learn behavior
training_tagged,[GENERAL] The woman takes meat from the kitchen
training_tagged,[GENERAL] The darkness of the night does not keep watch over the work
training_tagged,[GENERAL] The women gather the grapes at night
training_tagged,[EDUCATION] Students start studying tomorrow
training_tagged,[MEDICAL] the doctor treats a woman only
training_tagged,[GENERAL] People want good water
training_tagged,[GENERAL] The child is hungry
training_tagged,[GENERAL] The structure of the old writings is clear
training_tagged,[GENERAL] We are making changes in our lives
training_tagged,[GENERAL] The woman brings her clothes to work
training_tagged,[GENERAL] The man found something in the field
training_tagged,[AGRICULTURE] Women send crops to the market
training_tagged,[GENERAL] We help children who have no parents
training_tagged,[GENERAL] The child is happy to play
training_tagged,[GENERAL] The young men go to him without paying attention
training_tagged,[GENERAL] Parents buy modern clothes
training_tagged,[GENERAL] The woman lives in a new home
training_tagged,[MEDICAL] The doctor came to the clinic
training_tagged,[AGRICULTURE] The Abahikara are planting seeds of old age
training_tagged,[GENERAL] Let us help people to understand
training_tagged,[EDUCATION] The teacher is a teacher of conduct
training_tagged,[GENERAL] Parents are good people
training_tagged,[GENERAL] The child wants to write songs
training_tagged,[GENERAL] The building is built tomorrow
training_tagged,[GENERAL] The child is happy to cry
training_tagged,[GENERAL] We are going to the bishop's house
training_tagged,[RELIGIOUS] The pastor prays to God every morning
training_tagged,[EDUCATION] We teach the history of the world
training_tagged,[GENERAL] The women entered the trading centers
training_tagged,[GENERAL] People are afraid of HIV
training_tagged,[GENERAL] We want good lookingers
training_tagged,[GENERAL] The child needs protection
training_tagged,[GENERAL] The child is very intelligent
training_tagged,[GENERAL] The memorial was a meal
training_tagged,[GENERAL] The children ask for help
training_tagged,[EDUCATION] The teacher helps his students
training_tagged,[GENERAL] The woman knows how to help people
training_tagged,[GENERAL] Women cook food for the poor
training_tagged,[GENERAL] We care for the children
training_tagged,[GENERAL] The man who did the work gave him away
training_tagged,[GENERAL] The child went to draw water
training_tagged,[GENERAL] The woman lights fire in the kitchen
training_tagged,[MEDICAL] The doctor who was suffering from a dreaded disease
training_tagged,[EDUCATION] Students study the Bible
training_tagged,[MEDICAL] The doctor advises the patient to be merciful.
training_tagged,[AGRICULTURE] The woman cooks delicious food
training_tagged,[GENERAL] The people were happy at the festival
training_tagged,[AGRICULTURE] The elder gives the children food
training_tagged,[EDUCATION] Women go to school
training_tagged,[GENERAL] We must begin this work
training_tagged,[GENERAL] The child writes with pens
training_tagged,[GENERAL] The woman has three children
training_tagged,[EDUCATION] The teacher is studying history
training_tagged,[GENERAL] The child writes a book
training_tagged,[GENERAL] The woman looks at her goats
training_tagged,[MEDICAL] The doctor teaches health
training_tagged,[GENERAL] The women joined the crowd
training_tagged,[GENERAL] The man buys a good dog
training_tagged,[AGRICULTURE] People grow grass on the ground
training_tagged,[GENERAL] The child is making a copy of the soil
training_tagged,[EDUCATION] The teacher asked the students questions
training_tagged,[GENERAL] The woman sells nothing good
training_tagged,[GENERAL] Parents buy new clothes
training_tagged,[GENERAL] The child wants to be a musician
training_tagged,[GENERAL] The woman learns to perform funerals
training_tagged,[GENERAL] The child writes his name
training_tagged,[GENERAL] The elder takes a walk
training_tagged,[GENERAL] The pastor also has a song
training_tagged,[GENERAL] The man gathers the grapes
training_tagged,[EDUCATION] Parents fight to educate their children
training_tagged,[GENERAL] The woman is able to move about
training_tagged,[GENERAL] The child joins the play at home
training_tagged,[GENERAL] The man works on the road
training_tagged,[GENERAL] The child drinks water from a spring
training_tagged,[EDUCATION] The teacher reads the Law
training_tagged,[GENERAL] The child has a lot of energy
training_tagged,[GENERAL] The man said the last thing
training_tagged,[GENERAL] The child is very strong in the womb
training_tagged,[GENERAL] The pastor formed a new church
training_tagged,[GENERAL] The woman buys a pair of shoes
training_tagged,[MEDICAL] the doctor came to the clinic
training_tagged,[GENERAL] Then they stood still because of the prosperity of the wicked
training_tagged,[GENERAL] He binds up his children according to his own standards and does not be afraid
training_tagged,[GENERAL] The leopard roars at him like a lion
training_tagged,[GENERAL] They put their eyes together in the dust
training_tagged,[GENERAL] The servant Job answered
training_tagged,[GENERAL] My life is like food to me
training_tagged,[GENERAL] He established and organized the nations
training_tagged,[RELIGIOUS] Respect Him Will you reject God
training_tagged,[GENERAL] His age will not be respected nor his splendor will be destroyed
training_tagged,[GENERAL] The heavens tremble and they are amazed at his punishment
training_tagged,[GENERAL] Then he went out and told it and confirmed it
training_tagged,[RELIGIOUS] God will repay each one
training_tagged,[GENERAL] He reached out and took his hands and left
training_tagged,"[GENERAL] They said to him, “We cannot"
training_tagged,[GENERAL] If you go into the house you will go ahead
training_tagged,[EDUCATION] It is enough for students to be like their teachers and servants like their teachers If the head of the house has been brought to Beerzebur how much more fine the members of his house
training_tagged,[GENERAL] He did not tear down his barn and follow it
training_tagged,[RELIGIOUS] He raised them all up and told them not to condemn him
training_tagged,"[GENERAL] He said, ‘Bring it here to me"
training_tagged,"[GENERAL] You have rebelled against God and have been told, “Do not commit adultery!”"
training_tagged,[GENERAL] At once they left the boats and followed him
training_tagged,[GENERAL] one goat for a sin offering
training_tagged,[GENERAL] they were tested by what he did and by what he did not do
training_tagged,[GENERAL] The woman is blessed forever
training_tagged,[GENERAL] We have done what is evil we have done evil we have done evil
training_tagged,[GENERAL] He remembered his covenant and turned from his sins
training_tagged,[RELIGIOUS] Then he turned to them all who had sinned
training_tagged,[GENERAL] and they will put it on a tree
training_tagged,[GENERAL] The woman stayed up until she realized it
training_tagged,[GENERAL] The woman made them lie down in safety
training_tagged,[GENERAL] The young woman guided them to their book
training_tagged,[GENERAL] The woman told them she was faithful
training_tagged,[GENERAL] The woman prepared them for the age of marriage
training_tagged,[GENERAL] He took him to prison
training_tagged,[GENERAL] He spoke kindly to her
training_tagged,[GENERAL] His wealth was given to him at the right time
training_tagged,[GENERAL] All the days of his life
training_tagged,[GENERAL] They stretched out on the sides and built a tower
training_tagged,[GENERAL] They found out in the city
training_tagged,[GENERAL] They stretched it out side by side
training_tagged,[GENERAL] Nor do the food left for the world
training_tagged,[GENERAL] He is near the king's palace
training_tagged,[GENERAL] The whole herd tried to escape him
training_tagged,[GENERAL] He took him to Babylon
training_tagged,[GENERAL] He brought the people of the world together
training_tagged,[GENERAL] They were found in the city in the middle of the city
training_tagged,[GENERAL] To the king of Babylon
training_tagged,[GENERAL] So Judah was defeated
training_tagged,[GENERAL] Hireni with its pasturelands Debir with its pasturelands
training_tagged,[GENERAL] So they did it
training_tagged,[GENERAL] Turn away from what I am afraid of
training_tagged,"[GENERAL] The woman said to Moses,"
training_tagged,[GOVERNMENT] The man is able to explain the Law
training_tagged,[GENERAL] The woman learns to build the house
training_tagged,[EDUCATION] The teacher educates students to pray
training_tagged,[GENERAL] Look at one another
training_tagged,[GENERAL] A friend of the Internet
training_tagged,[GENERAL] The word of the darkness.
training_tagged,[GENERAL] The book of the books of the Law is open.
training_tagged,[GENERAL] There is nothing wrong with it.
training_tagged,[GENERAL] The grass is the leg.
training_tagged,[GENERAL] The rainy season is very cold.
training_tagged,[GENERAL] What is the time
training_tagged,[GENERAL] I have no words.
training_tagged,[GENERAL] The boy is not a Samaritan.
training_tagged,[AGRICULTURE] A good soil has food.
training_tagged,[AGRICULTURE] Cows give them milk.
training_tagged,[AGRICULTURE] The soil will be used to grow crops.
training_tagged,[GENERAL] The cow is hatched in the womb.
training_tagged,[AGRICULTURE] The plant is pleasing to the soil.
training_tagged,[GENERAL] [GENERAL] The goods are sold in the market.
training_tagged,[GENERAL] They teach and use machines.
training_tagged,[AGRICULTURE] Eating helps kill animals.
training_tagged,[GENERAL] The man does not sleep with his mother.
training_tagged,[AGRICULTURE] That plant has not yet been planted.
training_tagged,[GENERAL] The sheep are happy to bear children.
training_tagged,[GENERAL] The curse will be a curse on the world.
training_tagged,[GENERAL] The time of the year is coming.
training_tagged,[GENERAL] The barn is called a den.
training_tagged,[GENERAL] Sheep need proper feeding.
training_tagged,[GENERAL] Karoli Purchases his good on credit
training_tagged,[AGRICULTURE] The crops are harvested.
training_tagged,[GENERAL] The dog protects our homes.
training_tagged,[GENERAL] Mary is suffering from breast cancer.
training_tagged,[GENERAL] We are taking care of it.
training_tagged,[GENERAL] Kototum is a type of malaria.
training_tagged,[GENERAL] They were warriors of the Obute Empire.
training_tagged,[AGRICULTURE] The soil is fertile.
training_tagged,[GENERAL] I look for good listening skills.
training_tagged,[MEDICAL] You are suffering from HIV/AID.
training_tagged,[GENERAL] It is not good for the body.
training_tagged,[GENERAL] Your heart is very touched.
training_tagged,[GENERAL] This led to a violent earthquake
training_tagged,[GENERAL] Trade in the world has increased
training_tagged,[AGRICULTURE] They send us food like milk.
training_tagged,[GENERAL] Kato cuts off his teeth.
training_tagged,[GENERAL] Women do not eat vegetables.
training_tagged,[GENERAL] My father is suffering from typhoid.
training_tagged,[AGRICULTURE] The cows are cows.
training_tagged,[GENERAL] My mother is suffering from diabetes.
training_tagged,[GENERAL] That man is my brother.
training_tagged,[GENERAL] There is a lot of noise on the balcony.
training_tagged,[MEDICAL] He has a kidney disease.
training_tagged,[GENERAL] I was driven away and left the village
training_tagged,[GENERAL] John is suffering from cancer.
training_tagged,[GENERAL] People trade different products
training_tagged,[GENERAL] The man does not sleep with the old man
training_tagged,[AGRICULTURE] [AGRICULTURE] soil is a waste of crops.
training_tagged,[GENERAL] I know how to tie a stick.
training_tagged,[GENERAL] I want to eat this very night.
training_tagged,[GENERAL] The strong wind blew a trumpet.
training_tagged,[GENERAL] The seeds that fell on the Sabbath were ripe.
training_tagged,[GENERAL] I have been dreaming since 2023.
training_tagged,[GENERAL] People do not pay taxes
training_tagged,[GENERAL] The weeds sprout in people.
training_tagged,[MEDICAL] The old man came out of the hospital.
training_tagged,[GENERAL] We send food to the market.
training_tagged,[GENERAL] The woman does not need a drink.
training_tagged,[GENERAL] The man does not sleep with the Son.
training_tagged,"[GENERAL] My son, I don't want to go to bed."
training_tagged,[GENERAL] The house of this house is the one which will be destroyed at the right time.
training_tagged,[AGRICULTURE] Trees help to grow wisdom.
training_tagged,[GENERAL] Nor did you sit on your bed.
training_tagged,[GENERAL] They work for people like hunters.
training_tagged,[AGRICULTURE] Plants come from the soil.
training_tagged,[GENERAL] That was three children.
training_tagged,[AGRICULTURE] A tractor is used for digging.
training_tagged,[GENERAL] The face is pleasing to the skin.
training_tagged,[GENERAL] I am building a five-in-a-row house.
training_tagged,[GENERAL] The trader was registered in the register
training_tagged,[GOVERNMENT] Trade followed the old law
training_tagged,[GENERAL] To have a child is a matter of work.
training_tagged,[AGRICULTURE] There is a plant in the garden
training_tagged,[AGRICULTURE] Food centers are good for the young.
training_tagged,[GENERAL] It helps to pay taxes in the service of circumcision.
training_tagged,"[GENERAL] Go to bed, go to bed."
training_tagged,[GENERAL] A good trader pays taxes
training_tagged,[GENERAL] He is good at managing money
training_tagged,[GENERAL] The girl is suffering from HIV/AID.
training_tagged,[AGRICULTURE] Farmers use fertilizers to grow crops.
training_tagged,[GENERAL] I am suffering from headache.
training_tagged,[GENERAL] The army officer had to go.
training_tagged,[GENERAL] The man does not sleep with Nyinento
training_tagged,[GENERAL] The need for a large bundle of flour is very high
training_tagged,[GENERAL] Traders have expensive goods
training_tagged,[GENERAL] The child is crying.
training_tagged,[GENERAL] The Abanwetwet is the purpose of these things
training_tagged,[GENERAL] The child is suffering from a dreaded skin disease.
training_tagged,[MEDICAL] My father was taken to the hospital.
training_tagged,[GENERAL] The nations have turned from their sins
training_tagged,[GENERAL] clouds are used as garments.
training_tagged,[GENERAL] My dog has a fever.
training_tagged,[GENERAL] business operations are over
training_tagged,[AGRICULTURE] Farmers do not stop planting.
training_tagged,[GENERAL] I am drunk in the field.
training_tagged,[GENERAL] A widow is not allowed to marry when she is pregnant.
training_tagged,[GENERAL] The child is not eating the leftovers
training_tagged,[GENERAL] My consumers have increased
training_tagged,[MEDICAL] Malaria is a dreaded disease.
training_tagged,[AGRICULTURE] The maize is a cash crop.
training_tagged,[AGRICULTURE] The farmers are planting plants to make them grow.
training_tagged,[AGRICULTURE] Pigs feed on food crops.
training_tagged,[GENERAL] The process of testing is the Son.
training_tagged,[AGRICULTURE] The number of food items to be increased
training_tagged,[GENERAL] I have a tumor.
training_tagged,[GENERAL] the tumor is on the tumor.
training_tagged,"[GENERAL] He went to Akiiki, a town in the province of Asia."
training_tagged,"[GENERAL] Oilwe ota, o-, n. cl. 11, (pl. nil)"
training_tagged,[GENERAL] Speak well of Atwook
training_tagged,[GENERAL] Take good care of others and help them.
training_tagged,[GENERAL] I will find you.
training_tagged,"[GENERAL] See you adv., omwemi."
training_tagged,[GENERAL] Where do you see it?
training_tagged,"[GENERAL] It is what I have said, and I will heal you"
training_tagged,[GENERAL] Mangeki is a very strong man.
training_tagged,[GENERAL] I have not seen you for a long time
training_tagged,[GENERAL] I help them both
training_tagged,[GENERAL] The mother is sitting in the upstairs
training_tagged,[GENERAL] Come and see me
training_tagged,[GENERAL] We have heard about the Middle East.
training_tagged,[GENERAL] The gift is a good musician.
training_tagged,[GENERAL] It is very small
training_tagged,[GENERAL] I beg you for an excuse.
training_tagged,[GENERAL] I have made a mistake.
training_tagged,[GENERAL] I don't know where I am.
training_tagged,[GENERAL] How did you get back?
training_tagged,[GENERAL] Blessed is the one who lives forever.
training_tagged,[GENERAL] I have carefully watched you.
training_tagged,[GENERAL] That is why it is
training_tagged,[GENERAL] I don't agree with you.
training_tagged,[GENERAL] I don't want to go.
training_tagged,[GENERAL] I can do that work.
training_tagged,[GENERAL] I compare money with yours.
training_tagged,[GENERAL] I am coming to your aid.
training_tagged,[GENERAL] I will not take this man away from me.
training_tagged,[GENERAL] I agree with you.
training_tagged,[GENERAL] That girl is a good actor.
training_tagged,[GENERAL] I don't know where he is.
training_tagged,[GENERAL] I have many bodily symptoms.
training_tagged,[GENERAL] The head is very big.
training_tagged,[GENERAL] She has a fever.
training_tagged,[MEDICAL] He is suffering from cough.
training_tagged,[GENERAL] Give him the gift of childbirth.
training_tagged,[GENERAL] Let us go to the diocese and then talk about it.
training_tagged,[GENERAL] I buy food for the pigs.
training_tagged,[GENERAL] I know the king who heard that.
training_tagged,[GENERAL] The store has everything.
training_tagged,[GENERAL] That is very expensive.
training_tagged,[GENERAL] We dress for protection.
training_tagged,[GENERAL] He has taken very good clothes.
training_tagged,[GENERAL] The clock is worn by the sky.
training_tagged,[GENERAL] The head of the family praised him very much.
training_tagged,[GENERAL] He took a piece of money in the winter.
training_tagged,[GENERAL] The dress is very pleasing.
training_tagged,[GENERAL] The man who has a tumor will get well.
training_tagged,[GENERAL] He took the coat and put it on.
training_tagged,[GENERAL] I was born in a family.
training_tagged,[GENERAL] The helmet worn by people is respectable.
training_tagged,[GENERAL] The wound heals a person well.
training_tagged,[GENERAL] They picked up the mat and took care of it.
training_tagged,[AGRICULTURE] The worms are destructive to food crops.
training_tagged,[GENERAL] They run away and use a stick like this.
training_tagged,[AGRICULTURE] This is a crop crop.
training_tagged,[AGRICULTURE] A crop used as fertilizer is called bananas.
training_tagged,[EDUCATION] There is a system of farming and educating.
training_tagged,[AGRICULTURE] A large bundle of flour is used for digging.
training_tagged,[GENERAL] The wound has a fracture.
training_tagged,[AGRICULTURE] The soil is used for digging and digging.
training_tagged,[GENERAL] The coconut tree is a good tree.
training_tagged,[AGRICULTURE] The soil is fertile and fertile.
training_tagged,[AGRICULTURE] A crop for digging the soil.
training_tagged,[AGRICULTURE] Food that has a lot of value.
training_tagged,[GENERAL] He wrote a book and discussed many things he had seen.
training_tagged,[EDUCATION] The teacher gave us a brief story.
training_tagged,[GENERAL] The man griot knows how to drive.
training_tagged,[GENERAL] My clan is a clan.
training_tagged,[GENERAL] The king has a crowd.
training_tagged,[GENERAL] I have given him cattle and goods.
training_tagged,[RELIGIOUS] God is pleased with women and mothers.
training_tagged,[GENERAL] Death came to an end on the night of burial.
training_tagged,[AGRICULTURE] The harvest is today ready to begin.
training_tagged,[GENERAL] Kaikara Kamau is a blessing.
training_tagged,[GENERAL] It is a matter of a man's sitting in a woman's kitchen.
training_tagged,[GENERAL] The story is about a king and a great man.
training_tagged,[GENERAL] It is called “the name of our play.”
training_tagged,"[GENERAL] The purpose of witchcraft is witchcraft, witchcraft."
training_tagged,[GENERAL] Being intelligent is far away.
training_tagged,"[GENERAL] I beg you, we will arrest him in our chains."
training_tagged,[GENERAL] A lion is a symbol of natural disasters.
training_tagged,[GENERAL] What happened is the story.
training_tagged,[GENERAL] I thank you for your patience with me.
training_tagged,[GENERAL] Alice is the director of the play.
training_tagged,[GENERAL] A person who is doing a right thing.
training_tagged,[GENERAL] The story is followed closely.
training_tagged,[GENERAL] What are you doing?
training_tagged,[GENERAL] Moses could not explain it at the same time.
training_tagged,[GENERAL] the division between the actors.
training_tagged,[AGRICULTURE] The soil does not purify plants.
training_tagged,[AGRICULTURE] The farmer plows the soil and plants.
training_tagged,[GENERAL] The whole Council stood up.
training_tagged,[AGRICULTURE] The plant is suffering from kidney disease.
training_tagged,[AGRICULTURE] She has been suffering from plant diseases
training_tagged,[GENERAL] We played three parts of the play.
training_tagged,[GENERAL] The water pollution order is raining.
training_tagged,[AGRICULTURE] All the food in the garden has come to an end.
training_tagged,[GENERAL] Eating without food made me sick.
training_tagged,[GENERAL] Take a quick look at the story
training_tagged,[GENERAL] I am not going anywhere.
training_tagged,[GENERAL] The instrument used well by the player.
training_tagged,[GENERAL] This soil of the river is fertile.
training_tagged,[GENERAL] has a nervous system
training_tagged,[AGRICULTURE] soil that grows crops.
training_tagged,[GENERAL] Their song was full of four.
training_tagged,[GENERAL] They sang different songs.
training_tagged,[GENERAL] He is a good character.
training_tagged,[GENERAL] The ring is a single instrument.
training_tagged,[AGRICULTURE] the farmer sows seed
training_tagged,[GENERAL] Katojo has many guards.
training_tagged,[GENERAL] women teach the child
training_tagged,[GENERAL] The keys to these cameras are digital.
training_tagged,[GENERAL] The father is very busy.
training_tagged,[GENERAL] A large bundle of flour is kept by farmers.
training_tagged,[GENERAL] The family is happy.
training_tagged,[GENERAL] The soil is very dry.
training_tagged,[GENERAL] the soil is red and dark
training_tagged,[GENERAL] the upstairs floor is clean
training_tagged,[RELIGIOUS] The Council's message sounded like this.
training_tagged,[GENERAL] The coronation is played with two hands.
training_tagged,[GENERAL] The Abajungu people sang the song with joy.
training_tagged,[GENERAL] The wound was caused by a dreaded skin disease.
training_tagged,[GENERAL] the royal priests were born
training_tagged,[GENERAL] The story is very interesting.
training_tagged,[GENERAL] The water in the basin is boiling.
training_tagged,[GENERAL] the plant is not ripe
training_tagged,[GENERAL] The weeds were sown in the field.
training_tagged,[AGRICULTURE] The trees have a lot of wood to carry.
training_tagged,[GENERAL] The people started shouting about the noise.
training_tagged,[GENERAL] The blacksmith cut off his coat and put it on.
training_tagged,[GENERAL] The player played the ninth song
training_tagged,[GENERAL] a large bundle of flour mixed with oil from a large bundle of flour
training_tagged,[GENERAL] The children played the drum.
training_tagged,[GENERAL] The elderly are well cared for
training_tagged,[GENERAL] The Abamba use stickers.
training_tagged,[AGRICULTURE] animal waste falls into the ground
training_tagged,[EDUCATION] Every school had a character.
training_tagged,[GENERAL] They sang a folklore.
training_tagged,[GENERAL] Their song was sung one by one.
training_tagged,[GENERAL] The notes of the play were easy to teach
training_tagged,[AGRICULTURE] in the wild they do not plant seeds .
training_tagged,[GENERAL] The women have a loud voice.
training_tagged,[GENERAL] The story about me has come true.
training_tagged,[GENERAL] The rain caused a lot of water to overflow.
training_tagged,[MEDICAL] sickness improves skin diseases
training_tagged,[GENERAL] The young men were playing the tambourine.
training_tagged,[GENERAL] The sun is setting on the horizon.
training_tagged,[GENERAL] People make fun of you.
training_tagged,[GENERAL] This is the song of Ky'enaku.
training_tagged,[GENERAL] his wife played with him from the heart.
training_tagged,[GENERAL] Religious songs are very fun.
training_tagged,[GENERAL] Put the items in the proper place.
training_tagged,[GENERAL] The Babiitokitans dance because of coronation.
training_tagged,[GENERAL] My wife doesn't want to have a baby.
training_tagged,[GENERAL] It is near Athens.
training_tagged,[GENERAL] Their song was sung over and over.
training_tagged,[GENERAL] He didn't finish the song because of his lack of faith.
training_tagged,[GENERAL] His song has a lot of meaning.
training_tagged,[GENERAL] Respect for the one who is blameless is the one who eats well.
training_tagged,[GENERAL] He sang the song on his own.
training_tagged,[GENERAL] It is painful to talk about the past.
training_tagged,[GENERAL] The worms have a painful wound.
training_tagged,[GENERAL] On the festival they sang funeral songs.
training_tagged,[GENERAL] Our village is Kahundo.
training_tagged,[GENERAL] The wedding of women does not last long.
training_tagged,[GENERAL] you people do what is right in your own eyes
training_tagged,[EDUCATION] Put the school food in the kitchen.
training_tagged,[GENERAL] I am the son of a liar.
training_tagged,[GENERAL] The men of Israel are Islamists.
training_tagged,[GENERAL] The house of a nun has to be locked up.
training_tagged,[GENERAL] It is a woman who is pregnant.
training_tagged,[GENERAL] In the morning the boat was sinking.
training_tagged,[GENERAL] My wife is a nun.
training_tagged,[GENERAL] I have a covenant that I will break my covenant
training_tagged,[GENERAL] we have a lot of strength and strength
training_tagged,[AGRICULTURE] Put food in the stomach.
training_tagged,[GENERAL] The house is a good place.
training_tagged,[GENERAL] The builder works closely.
training_tagged,[AGRICULTURE] The coconut is good for food.
training_tagged,[GENERAL] There was a division.
training_tagged,[GENERAL] I forgave him but he denied you
training_tagged,[GENERAL] A large bundle of flour was used.
training_tagged,[GENERAL] sadness is very bad.
training_tagged,[GENERAL] I am thankful to God for his abundant goodness
training_tagged,[GENERAL] Respect comes from conduct.
training_tagged,[GENERAL] Uganda has a government authority.
training_tagged,[GENERAL] my son is very old
training_tagged,[GENERAL] if only we love one another
training_tagged,[EDUCATION] The whole school is a teacher.
training_tagged,[GENERAL] people buried in the grave
training_tagged,[GENERAL] the kefaaho catalyse of those who belong to others
training_tagged,[GENERAL] I tried to make a woman cry.
training_tagged,[MEDICAL] the foster parent of a fatherless child
training_tagged,[GENERAL] Let us keep watch over our weaknesses.
training_tagged,[GENERAL] The bad parent wants his children.
training_tagged,[GENERAL] Your faith has made you well.
training_tagged,[AGRICULTURE] A plant is planted in the same way that plants grow.
training_tagged,[AGRICULTURE] Cows grow in water.
training_tagged,[GENERAL] The bird family needs to be killed.
training_tagged,[GENERAL] The place where we live is a place where we live.
training_tagged,[AGRICULTURE] A wild animal that eats
training_tagged,[GENERAL] the wood carvings and the likes of which are made
training_tagged,[GENERAL] the merciful one who is merciful and merciful.
training_tagged,[AGRICULTURE] The grass of the field is green
training_tagged,[GENERAL] That is an endubate.
training_tagged,[GENERAL] I found Bisereko talking to a guest.
training_tagged,[AGRICULTURE] The wild animals were eaten by cows.
training_tagged,[GENERAL] A human being does not know.
training_tagged,[AGRICULTURE] Plants should be healthy.
training_tagged,[AGRICULTURE] The worms are eaten and killed by animals.
training_tagged,[GENERAL] a cow that does not carry out a mission
training_tagged,[AGRICULTURE] The food of cows has disappeared.
training_tagged,[GENERAL] The son I see is my own son.
training_tagged,[AGRICULTURE] A food that contains food that is energy and nutrients
training_tagged,[MEDICAL] Pesticides are used to kill diseases.
training_tagged,[AGRICULTURE] sheep and goats are like goats
training_tagged,[GENERAL] there are domestic animals to be destroyed
training_tagged,[GENERAL] the female cow played the tambourine for the husband
training_tagged,[GENERAL] The lion's wort also affects people.
training_tagged,[GENERAL] The cow is a man and a cow.
training_tagged,[GENERAL] the locust is tossed about in the desert
training_tagged,[GENERAL] the cows give us this way
training_tagged,[GENERAL] the leopard looks at you
training_tagged,[GENERAL] The sikoko is home as a cow.
training_tagged,[GENERAL] The coat can be removed.
training_tagged,[GENERAL] The cow was kept safe from humans.
training_tagged,[AGRICULTURE] The food item is ready.
training_tagged,[AGRICULTURE] Today there is a school for animals.
training_tagged,[AGRICULTURE] The owner of the animal is very old.
training_tagged,[AGRICULTURE] Cows are prohibited from digging.
training_tagged,[GENERAL] Antivirals are used to kill animals.
training_tagged,[AGRICULTURE] Plants are used to kill maize.
training_tagged,[GENERAL] There is a hole in the ground called Imagoro.
training_tagged,[GENERAL] she cooked very hot on the day
training_tagged,"[GENERAL] the play requires a strong force, to protect"
training_tagged,[GENERAL] The dragon has 21 holes and it has a large shield
training_tagged,[GENERAL] A small bundle of flour did not match the piece of flour.
training_tagged,[GENERAL] The songs of the guitar remind us of the old days.
training_tagged,[RELIGIOUS] The songs in church are silent.
training_tagged,[GENERAL] The vowels are kept by the clans of the clans and teach the clans when they are born.
